---,TimeStamp,Value,Parameter,TimeseriesID
9688,"2024-11-13 06:30:00","8.71043904","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9689,"2024-11-13 06:45:00","8.71006416","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9690,"2024-11-13 07:00:00","8.7103652","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9691,"2024-11-13 07:15:00","8.71006416","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9692,"2024-11-13 07:30:00","8.71018912","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9693,"2024-11-13 07:45:00","8.71017776","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9694,"2024-11-13 08:00:00","8.70994488","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9695,"2024-11-13 08:15:00","8.71013232","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9696,"2024-11-13 08:30:00","8.70992216","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9697,"2024-11-13 08:45:00","8.709996","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9698,"2024-11-13 09:00:00","8.71017208","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9699,"2024-11-13 09:15:00","8.71024024","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9700,"2024-11-13 09:30:00","8.71003008","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9701,"2024-11-13 09:45:00","8.71220552","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9702,"2024-11-13 10:00:00","8.71011528","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9703,"2024-11-13 10:15:00","8.71164888","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9704,"2024-11-13 10:30:00","8.71402312","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9705,"2024-11-13 10:45:00","8.71376184","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9706,"2024-11-13 11:00:00","8.71356872","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9707,"2024-11-13 11:15:00","8.7135176","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9708,"2024-11-13 11:30:00","8.71359144","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9709,"2024-11-13 11:45:00","8.7133472","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9710,"2024-11-13 12:00:00","8.71347784","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9711,"2024-11-13 12:15:00","8.71325632","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9712,"2024-11-13 12:30:00","8.71325632","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9713,"2024-11-13 12:45:00","8.71518184","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9714,"2024-11-13 13:00:00","8.71325632","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9715,"2024-11-13 13:15:00","8.71518184","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9716,"2024-11-13 13:30:00","8.71711304","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9717,"2024-11-13 13:45:00","8.71518184","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9718,"2024-11-13 14:00:00","8.71711304","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9719,"2024-11-13 14:15:00","8.71711304","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9720,"2024-11-13 14:30:00","8.71711304","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9721,"2024-11-13 14:45:00","8.71711304","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9722,"2024-11-13 15:00:00","8.71711304","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9723,"2024-11-13 15:15:00","8.71713576","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9724,"2024-11-13 15:30:00","8.71714144","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9725,"2024-11-13 15:45:00","8.71711304","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9726,"2024-11-13 16:00:00","8.71719256","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9727,"2024-11-13 16:15:00","8.7174936","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9728,"2024-11-13 16:30:00","8.7177776","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9729,"2024-11-13 16:45:00","8.71792528","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9730,"2024-11-13 17:00:00","8.71768104","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9731,"2024-11-13 17:15:00","8.71580096","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9732,"2024-11-13 17:30:00","8.71585776","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9733,"2024-11-13 17:45:00","8.715818","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9734,"2024-11-13 18:00:00","8.71609064","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9735,"2024-11-13 18:15:00","8.71574416","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9736,"2024-11-13 18:30:00","8.71392088","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9737,"2024-11-13 18:45:00","8.7159032","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9738,"2024-11-13 19:00:00","8.71552264","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9739,"2024-11-13 19:15:00","8.71407992","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9740,"2024-11-13 19:30:00","8.7157896","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9741,"2024-11-13 19:45:00","8.71584072","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9742,"2024-11-13 20:00:00","8.71582368","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9743,"2024-11-13 20:15:00","8.71588048","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9744,"2024-11-13 20:30:00","8.71554536","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9745,"2024-11-13 20:45:00","8.71572144","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9746,"2024-11-13 21:00:00","8.7157328","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9747,"2024-11-13 21:15:00","8.71623264","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9748,"2024-11-13 21:30:00","8.71588616","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9749,"2024-11-13 21:45:00","8.71586344","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9750,"2024-11-13 22:00:00","8.715818","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9751,"2024-11-13 22:15:00","8.71601112","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9752,"2024-11-13 22:30:00","8.71622128","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9753,"2024-11-13 22:45:00","8.71597136","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9754,"2024-11-13 23:00:00","8.71400608","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9755,"2024-11-13 23:15:00","8.71592592","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9756,"2024-11-13 23:30:00","8.713972","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9757,"2024-11-13 23:45:00","8.717948","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9758,"2024-11-14 00:00:00","8.71377888","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9759,"2024-11-14 00:15:00","8.7160452","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9760,"2024-11-14 00:30:00","8.71438096","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9761,"2024-11-14 00:45:00","8.71515344","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9762,"2024-11-14 01:00:00","8.715534","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9763,"2024-11-14 01:15:00","8.71579528","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9764,"2024-11-14 01:30:00","8.71617016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9765,"2024-11-14 01:45:00","8.71618152","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9766,"2024-11-14 02:00:00","8.71620424","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9767,"2024-11-14 02:15:00","8.71619288","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9768,"2024-11-14 02:30:00","8.71617016","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9769,"2024-11-14 02:45:00","8.71617584","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9770,"2024-11-14 03:00:00","8.7161872","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9771,"2024-11-14 03:15:00","8.71603384","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9772,"2024-11-14 03:30:00","8.71557944","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9773,"2024-11-14 03:45:00","8.71525","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9774,"2024-11-14 04:00:00","8.7146252","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9775,"2024-11-14 04:15:00","8.71486944","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9776,"2024-11-14 04:30:00","8.7154772","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9777,"2024-11-14 04:45:00","8.716528","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9778,"2024-11-14 05:00:00","8.71464792","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9779,"2024-11-14 05:15:00","8.71657912","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9780,"2024-11-14 05:30:00","8.71419352","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9781,"2024-11-14 05:45:00","8.71662456","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9782,"2024-11-14 06:00:00","8.71618152","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9783,"2024-11-14 06:15:00","8.71581232","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9784,"2024-11-14 06:30:00","8.71582368","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9785,"2024-11-14 06:45:00","8.71588616","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9786,"2024-11-14 07:00:00","8.71586912","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9787,"2024-11-14 07:15:00","8.7178344","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9788,"2024-11-14 07:30:00","8.71762992","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9789,"2024-11-14 07:45:00","8.71770944","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9790,"2024-11-14 08:00:00","8.71747088","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9791,"2024-11-14 08:15:00","8.71805592","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9792,"2024-11-14 08:30:00","8.71785144","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9793,"2024-11-14 08:45:00","8.71842512","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9794,"2024-11-14 09:00:00","8.71802184","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9795,"2024-11-14 09:15:00","8.71760152","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9796,"2024-11-14 09:30:00","8.71728344","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9797,"2024-11-14 09:45:00","8.71711304","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9798,"2024-11-14 10:00:00","8.71711304","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9799,"2024-11-14 10:15:00","8.71711304","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9800,"2024-11-14 10:30:00","8.71711304","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9801,"2024-11-14 10:45:00","8.71711304","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9802,"2024-11-14 11:00:00","8.71903856","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9803,"2024-11-14 11:15:00","8.71711304","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9804,"2024-11-14 11:30:00","8.72096408","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9805,"2024-11-14 11:45:00","8.72048696","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9806,"2024-11-14 12:00:00","8.7203336","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9807,"2024-11-14 12:15:00","8.72000984","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9808,"2024-11-14 12:30:00","8.72321904","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9809,"2024-11-14 12:45:00","8.72211144","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9810,"2024-11-14 13:00:00","8.72193536","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9811,"2024-11-14 13:15:00","8.722492","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9812,"2024-11-14 13:30:00","8.7219808","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9813,"2024-11-14 13:45:00","8.72186152","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9814,"2024-11-14 14:00:00","8.72186152","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9815,"2024-11-14 14:15:00","8.72187288","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9816,"2024-11-14 14:30:00","8.72202624","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9817,"2024-11-14 14:45:00","8.72191264","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9818,"2024-11-14 15:00:00","8.7218956","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9819,"2024-11-14 15:15:00","8.72204328","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9820,"2024-11-14 15:30:00","8.72380408","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9821,"2024-11-14 15:45:00","8.72199784","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9822,"2024-11-14 16:00:00","8.72408808","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9823,"2024-11-14 16:15:00","8.72383248","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9824,"2024-11-14 16:30:00","8.72213984","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9825,"2024-11-14 16:45:00","8.72225912","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9826,"2024-11-14 17:00:00","8.72258288","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9827,"2024-11-14 17:15:00","8.7226624","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9828,"2024-11-14 17:30:00","8.72323608","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9829,"2024-11-14 17:45:00","8.72324744","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9830,"2024-11-14 18:00:00","8.72349168","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9831,"2024-11-14 18:15:00","8.72296912","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9832,"2024-11-14 18:30:00","8.72346896","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9833,"2024-11-14 18:45:00","8.72309976","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9834,"2024-11-14 19:00:00","8.72307704","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9835,"2024-11-14 19:15:00","8.72332128","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9836,"2024-11-14 19:30:00","8.72270784","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9837,"2024-11-14 19:45:00","8.72364504","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9838,"2024-11-14 20:00:00","8.72322472","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9839,"2024-11-14 20:15:00","8.72336104","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9840,"2024-11-14 20:30:00","8.72266808","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9841,"2024-11-14 20:45:00","8.7225204","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9842,"2024-11-14 21:00:00","8.72198648","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9843,"2024-11-14 21:15:00","8.721924","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9844,"2024-11-14 21:30:00","8.72194104","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9845,"2024-11-14 21:45:00","8.7221228","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9846,"2024-11-14 22:00:00","8.72187856","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9847,"2024-11-14 22:15:00","8.7220092","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9848,"2024-11-14 22:30:00","8.7220376","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9849,"2024-11-14 22:45:00","8.7220376","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9850,"2024-11-14 23:00:00","8.7220092","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9851,"2024-11-14 23:15:00","8.72186152","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9852,"2024-11-14 23:30:00","8.72191832","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9853,"2024-11-14 23:45:00","8.72191832","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9854,"2024-11-15 00:00:00","8.72186152","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9855,"2024-11-15 00:15:00","8.72186152","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9856,"2024-11-15 00:30:00","8.72186152","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9857,"2024-11-15 00:45:00","8.72186152","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9858,"2024-11-15 01:00:00","8.72186152","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9859,"2024-11-15 01:15:00","8.72186152","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9860,"2024-11-15 01:30:00","8.72186152","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9861,"2024-11-15 01:45:00","8.72186152","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9862,"2024-11-15 02:00:00","8.7219808","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9863,"2024-11-15 02:15:00","8.7218672","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9864,"2024-11-15 02:30:00","8.72208304","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9865,"2024-11-15 02:45:00","8.72204896","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9866,"2024-11-15 03:00:00","8.72187288","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9867,"2024-11-15 03:15:00","8.72186152","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9868,"2024-11-15 03:30:00","8.72194104","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9869,"2024-11-15 03:45:00","8.72191264","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9870,"2024-11-15 04:00:00","8.7220376","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9871,"2024-11-15 04:15:00","8.7222932","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9872,"2024-11-15 04:30:00","8.7219524","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9873,"2024-11-15 04:45:00","8.72198648","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9874,"2024-11-15 05:00:00","8.7221512","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
9875,"2024-11-15 05:15:00","8.72201488","StemRadialVar","StemRadialVar.DouglasFir_Mixed_5_Dendrometer@Ecosense_MixedPlot"
